fold,train_start,train_end,oos_start,oos_end,train_bars,oos_bars,beta_window,z_entry,z_exit,is_return,is_sharpe,is_mdd,oos_return,oos_sharpe,oos_mdd,ou_kappa_is,ou_half_life_is,ou_sigma_is,ou_candidates_in_fold
1,2022-01-04,2023-12-29,2024-01-02,2024-04-01,500,62,120,2.25,0.75,1.116369102573894,1.9419297891711487,-0.19906089137256944,-0.2204877328572744,-1.4077125293946502,-0.35975633035042,0.012609863692146797,54.968649739776744,0.03084610493752638,0
2,2022-01-04,2024-04-01,2024-04-02,2024-07-01,562,63,120,2.25,0.75,0.6497356772581906,1.0184597695979571,-0.3597563303504203,0.15857652477794848,2.5208024760695658,-0.07841978904759017,0.0004317396986762146,1605.474740185462,0.03556027985578769,0
3,2022-01-04,2024-07-01,2024-07-02,2024-10-01,625,64,120,2.25,0.75,0.9113450277599899,1.1596734429324378,-0.3597563303504203,0.03605673008102106,1.3462050635664342,-0.025288762156384204,0.001791596236183754,386.8880535473803,0.03595388040445499,0
4,2022-01-04,2024-10-01,2024-10-02,2024-12-31,689,63,120,2.25,0.75,0.9802618795176345,1.1483507802870605,-0.3597563303504203,0.11722966357146114,1.230857532355699,-0.2230918137681872,0.0004172735467901483,1661.133771579671,0.03596223354385486,0
5,2022-01-04,2024-12-31,2025-01-02,2025-04-01,752,61,120,2.25,0.75,1.2124073134368758,1.133032131141475,-0.3597563303504203,0.01619563676198066,0.5165625356278314,-0.11136780007312619,0.0007106078614482186,975.4285283972395,0.03859563612049161,0
6,2022-01-04,2025-04-01,2025-04-02,2025-07-01,813,62,120,2.25,0.75,1.2482386586548495,1.098359646788618,-0.3597563303504203,0.021699644861854273,0.7017913818729247,-0.07040982606026247,0.00019568842873042805,3542.0958973245934,0.03888398675767744,0
7,2022-01-04,2025-07-01,2025-07-02,2025-10-01,875,64,120,2.25,0.75,1.2970246391123514,1.0747182060087246,-0.3597563303504203,-0.10253883733472136,-1.7810582946008493,-0.16243183708097886,0.0009459189936002762,732.7764694963441,0.038700543574019364,0
8,2022-01-04,2025-10-01,2025-10-02,2025-12-31,939,63,120,2.25,0.75,1.061490403288563,0.9137380001544353,-0.3597563303504203,-0.0019799973315002273,0.04942512708811643,-0.08254266014295708,0.0016196778746197687,427.95372550400907,0.0378927541163702,0
9,2022-01-04,2025-12-31,2026-01-02,2026-03-20,1002,54,120,2.25,0.75,1.0574086577911386,0.877744898053848,-0.3597563303504203,-0.12125580982988815,-1.9202510788053022,-0.17067758867149407,0.002198203225735203,315.32443062816355,0.03725555097837734,0
